id,nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,a0dresse_station,code_insee_commune,code_dep,nbre_pdc,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,horaires,raccordement,date_mise_en_service,cable_t2_attache,consolidated_longitude,consolidated_latitude
119568,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-04-08,,-3.437932,48.734336
119569,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2025-04-08,,-3.43793203,48.7343362639
119570,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-04-08,,-3.437932,48.734336
119571,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2025-04-08,,-3.43793203,48.7343362639
119572,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-04-08,,-3.437932,48.734336
119573,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2025-04-08,,-3.43793203,48.7343362639
119574,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-04-08,,-3.437932,48.734336
119575,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2025-04-08,,-3.43793203,48.7343362639
119576,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-04-08,,-3.437932,48.734336
119577,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,50.0,false,false,false,true,false,false,true,false,true,,Accès libre,24/7,,2025-04-08,,-3.43793203,48.7343362639
119578,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBLLAN,,Marie Blachère - Lannion,Parking privé à usage public,"42 Rue Saint-Marc, 22300 Lannion, France",22113,22,6,50.0,False,False,False,True,False,False,True,False,True,,Accès libre,24/7,,2025-04-08,,-3.437932,48.734336
119674,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119675,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119676,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119677,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119678,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119679,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119680,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119681,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRCAR,,Mr Bricolage - Carnac,Parking privé à usage public,"2 Rue Gallo Romaine, 56340 Carnac, France",56034,56,8,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-11-25,,-3.057734,47.588123
119735,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-03-21,,-3.3420516974,47.7741966194
119736,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-03-21,,-3.342052,47.774197
119737,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-03-21,,-3.3420516974,47.7741966194
119738,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-03-21,,-3.342052,47.774197
119739,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2023-03-21,,-3.3420516974,47.7741966194
119740,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2023-03-21,,-3.342052,47.774197
119741,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-03-21,,-3.3420516974,47.7741966194
119742,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-03-21,,-3.342052,47.774197
119743,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-03-21,,-3.3420516974,47.7741966194
119744,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRLAN,,Mr. Bricolage - Lanester,Parking privé à usage public,"150 Rue Youri Gagarine, 56600 Lanester, France",56098,56,5,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-03-21,,-3.342052,47.774197
119871,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2025-06-30,,-1.9719907445,48.6024922219
119872,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-06-30,,-1.971991,48.602492
119873,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,50.0,false,false,false,true,false,false,true,false,true,,Accès libre,24/7,,2025-06-30,,-1.9719907445,48.6024922219
119874,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,50.0,False,False,False,True,False,False,True,False,True,,Accès libre,24/7,,2025-06-30,,-1.971991,48.602492
119875,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2025-06-30,,-1.9719907445,48.6024922219
119876,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-06-30,,-1.971991,48.602492
119877,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2025-06-30,,-1.9719907445,48.6024922219
119878,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-06-30,,-1.971991,48.602492
119879,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2025-06-30,,-1.9719907445,48.6024922219
119880,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2025-06-30,,-1.971991,48.602492
119881,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2025-06-30,,-1.9719907445,48.6024922219
119882,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PMBRSJG,,Mr. Bricolage - Saint-Jouan-des-Guérets,Parking privé à usage public,"Chesnaie, 35430 Saint-Jouan-des-Guérets, France",35284,35,6,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2025-06-30,,-1.971991,48.602492
120403,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,120.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-08-31,,-3.2960407479,48.6216863283
120404,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,120.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-08-31,,-3.296041,48.621686
120405,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,120.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-08-31,,-3.2960407479,48.6216863283
120406,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,120.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-08-31,,-3.296041,48.621686
120407,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-08-31,,-3.2960407479,48.6216863283
120408,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-08-31,,-3.296041,48.621686
120409,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2023-08-31,,-3.2960407479,48.6216863283
120410,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2023-08-31,,-3.296041,48.621686
120411,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,50.0,false,false,false,true,false,false,true,false,true,,Accès libre,24/7,,2023-08-31,,-3.2960407479,48.6216863283
120412,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,50.0,False,False,False,True,False,False,True,False,True,,Accès libre,24/7,,2023-08-31,,-3.296041,48.621686
120413,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,100.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-08-31,,-3.2960407479,48.6216863283
120414,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOBGR,,Netto - Bégard,Parking privé à usage public,"6 Hent Stank Névez Bégard, 22140 Bégard, France",22004,22,6,100.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-08-31,,-3.296041,48.621686
120415,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,5,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2023-09-08,,-3.4462742852,48.7401435016
120416,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,10,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2023-09-08,,-3.446274,48.740144
120417,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,5,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-09-08,,-3.4462742852,48.7401435016
120418,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,10,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-09-08,,-3.446274,48.740144
120419,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,5,50.0,false,false,false,true,false,false,true,false,true,,Accès libre,24/7,,2023-09-08,,-3.4462742852,48.7401435016
120420,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,10,50.0,False,False,False,True,False,False,True,False,True,,Accès libre,24/7,,2023-09-08,,-3.446274,48.740144
120421,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,5,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-09-08,,-3.4462742852,48.7401435016
120422,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,10,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-09-08,,-3.446274,48.740144
120423,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,5,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-09-08,,-3.4462742852,48.7401435016
120424,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PNTOLNN,,Netto - Lannion,Parking privé à usage public,"Netto Lannion, Rue du Pouldiguy 22300 Lannion",22113,22,10,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-09-08,,-3.446274,48.740144
120738,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,22.0,false,true,false,false,false,false,true,false,true,,Accès libre,24/7,,2023-07-19,,-2.7618704577,48.4893407719
120739,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,22.0,False,True,False,False,False,False,True,False,True,,Accès libre,24/7,,2023-07-19,,-2.76187,48.489341
120740,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-07-19,,-2.7618704577,48.4893407719
120741,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-07-19,,-2.76187,48.489341
120742,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,200.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-07-19,,-2.7618704577,48.4893407719
120743,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,200.0,False,False,True,False,False,False,True,False,True,,Accès libre,24/7,,2023-07-19,,-2.76187,48.489341
120744,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,50.0,false,false,false,true,false,false,true,false,true,,Accès libre,24/7,,2023-07-19,,-2.7618704577,48.4893407719
120745,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,tel:+33-1-76-31-06-84,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,50.0,False,False,False,True,False,False,True,False,True,,Accès libre,24/7,,2023-07-19,,-2.76187,48.489341
120746,Power Dot France,891118473,hello@powerdot.fr,Power Dot France,hello@powerdot.fr,0176310684,Power Dot France,FRPD1PRSTTRG,,Restaurant La Pataterie - Trégueux,Parking privé à usage public,"4 Rue Michel Audiard, 22950 Trégueux, France",22360,22,5,160.0,false,false,true,false,false,false,true,false,true,,Accès libre,24/7,,2023-07-19,,-2.7618704577,48.4893407719
